Tanggal,Komentar,SE
2021-10-31 10:40:47," , klo ga bisa vaksin (ada surat keterangan dokter) apa boleh naik kereta jarak jauh?",SE Kemenhub-92-2021
2021-10-31 10:41:26,Sore   @kai121_ ank di bawah 12 tahun wajib tes antigen juga kalo mau naik ka jarak jauh????,SE Kemenhub-92-2021
2021-10-31 10:43:10,Sore @kai121_ . Kalau anak kecil 1 tahun apakah harus pakai rapid antigen/ pcr jg?. atau pake surat keterangan atau gk perlu sama sekali?,SE Kemenhub-92-2021
2021-10-31 10:56:09,Genose mulai kapan diberlakukan,SE Kemenhub-92-2021
2021-10-31 11:05:32,"Antigen aja,ga usah pcr ??mahaal",SE Kemenhub-92-2021
2021-10-31 11:11:33,plis respon   @kai121_ apakah surat keterangan negatif antigennya wajib rapid dari stasiun? atau boleh dri klinik terdekat?,SE Kemenhub-92-2021
2021-10-28 4:22:46,Klw usia 1 thn harus test antigent jg?,SE Kemenhub-89-2021
2021-10-28 4:23:20,Kalo untuk ibu hamil usia dibawah 13  ggu dan blm vaksin bisa g ya? Klo bisa syaratnya apa aja,SE Kemenhub-89-2021
2021-10-28 4:23:23,"INI INFO HOAX!! Kemarin weekend saya sma anak saya 2,5 th naik kai prameks jogja-kutoarjo sma petugasnya gak bisa anak2 di bawah 12 th blm di perbolehkan! Sia-sia tiket saya.",SE Kemenhub-89-2021
2021-10-28 4:24:33,Anak BALITA apa gak kasihan kl hrs RT-PCR atau RT-Antigen ??????,SE Kemenhub-89-2021
2021-10-28 4:24:36,@kai121_  min kalo bayi boleh naik kereta ga? Jabodetabek,SE Kemenhub-89-2021
2021-10-28 4:25:17,Anak usia di bawah 12 tahun itu maksudnya bagaimana? Apakah usia 0-11 tahun sudah diperbolehkan naik KA? @kai121_,SE Kemenhub-89-2021
2021-10-28 4:25:42,Hapus syarat pcr dan antigen.. apa gunanya Galang vaksin,SE Kemenhub-89-2021
2021-10-28 4:26:19,Bayi juga harus swab antigen ya??,SE Kemenhub-89-2021
2021-10-28 4:26:23,min.. kl misal ni anaknya masih 1 th.. trus wajib antigen atau pcr kan ya.. yakin ni apakah tidak ada masalah setelah di antigen. secara kan tu panjang alatnya.. apakah jika masuk ke hidung si anak apakah tidak berdampak buruk? saran si.. jika memang sudah ada yg diantigen dengan anak umur 1 th dan selebihnya. mgkn bs di video atau dokumentasikan. biar kami yg mau ajak anak antigen bisa tau mekanismenya dan cara kerjanya mengantigen anak itu bagaimana.. terima kasih minn..,SE Kemenhub-89-2021
2021-10-28 4:28:20,"Gimana untuk balita, apakah wajib antigen/ pcr @kai121_  udah 2 tahun nih ga pulang kampung ?? tolong di permudah",SE Kemenhub-89-2021
2021-10-28 4:28:33,"Anak saya belom masuk KK trus gmna dong min,, baru 1 tahun soalnya @kai121_ ????",SE Kemenhub-89-2021
2021-10-28 4:28:41,Anak balita apakah sdh di ijinkan naik krl?,SE Kemenhub-89-2021
2021-10-28 4:28:46,Railmin @kai121_ g da kebijakan lain gt utk anak2 apalagi para bayi masa iya dicolok2 jg? ??,SE Kemenhub-89-2021
2021-10-28 4:29:13,Masa bayi 1 thn di rapid.. tega amat @kai121_,SE Kemenhub-89-2021
2021-10-28 4:29:23,kl orang dewasa naik kereta antar kota boleh pakai test antigen ga min @kai121_ ?,SE Kemenhub-89-2021
2021-10-28 4:29:37,"Tak kirain pengumunan ""ANAK USIA <12 TAHUN DI PERBOLEHKAN NAIK KERETA TANPA RAPID. TETAP PATUHI PROKES"". ??",SE Kemenhub-89-2021
2021-10-28 4:30:16,"Minggu lalu saya mau ajak anak saya naik KRL ga boleh sama petugas nya karna anak saya baru berumu 2,5 tahun, sedang kan yg boleh naik KRL di atas 5 tahun baru boleh, padahal hari libur",SE Kemenhub-89-2021
2021-10-28 4:31:11,"Please min pakai antigen selamanya aja,  jangan berubah pake PCR.. Kecuali pcr nya jadi 30 ribu??",SE Kemenhub-89-2021
2021-10-28 4:33:56,Trus kalau mw naik kereta commuter misal ke bogor anak di bawah 12 tahun apakah bisa?,SE Kemenhub-89-2021
2021-10-28 4:34:22,Usia dibawah 12 th termasuk balita kah min?,SE Kemenhub-89-2021
2021-10-28 4:35:12,Berarti klo dari Jogja ke Blitar bisa kan anak 2 Thun,SE Kemenhub-89-2021
2021-10-28 4:36:09,Kalau untuk kereta lokal (solo-jogja) apakah ada syarat khusus anak dibawah 5 tahun?,SE Kemenhub-89-2021
2021-10-28 4:36:16,"minn, please jangan ada wajib pcr",SE Kemenhub-89-2021
2021-10-28 4:36:44,Untuk ka lokal gmn . Harus antigen jg utk anak dibawah 12 thn,SE Kemenhub-89-2021
2021-10-28 4:37:53,Kalo anak balita apakah sudah bisa naik commuter line min? Kalo bisa syaratnya apa sj ya?,SE Kemenhub-89-2021
2021-10-28 4:38:17,Ribet naik kereta...percuma sudah di vaksin juga...terus gunanya vaksin apa??,SE Kemenhub-89-2021
2021-10-28 4:38:58,halo min kalo anak bayi usia 9 bulan apa harus rapid test antigen juga? @kai121_,SE Kemenhub-89-2021
2021-10-28 4:40:07,"Anak saya usia 2,5 bulan. Apakah wajib tes rapid antigen? Kebayang gak sii hidung bayi disodok sodok??",SE Kemenhub-89-2021
2021-10-28 4:40:25,"Ayoo laahh min @kai121_ perbaruhi lagi kebijakannya untuk anak usia 12 tahun, agar gk pke tes²an. Cukup pke surat kesehatan dr dokter saja. Anak²ku sdh kangen pgn naik kereta api, tiap hari nanyain ""ibu sdh boleh naik kereta api blm?"" Begitu exicitednya sdh dibolehin naik. Tp emaknya msh mikir² lagi, kasian klo dicolok²in hidungnya.",SE Kemenhub-89-2021
2021-10-28 4:40:39,"Anak usia 7 bln dan 2,5 th apa boleh naik KRL solo jogja? Syarat apa",SE Kemenhub-89-2021
2021-10-28 4:40:49,"Kira2 kapan min bisa naik kereta tanpa syarat ""harus sudah vaksin""?",SE Kemenhub-89-2021
2021-10-28 4:41:12,"Min mau tanya, ka Probowangi masih pake antigen ga? Atau sudah masuk ka aglomerasi?",SE Kemenhub-89-2021
2021-10-28 4:41:15,"Berarti kalo mau naik KRL jabodetabek, yg penting ortu ada kartu vaksin, dan KK untuk status anak itu min?",SE Kemenhub-89-2021
2021-10-28 4:42:32,"Kenapa yaa kalau Deket nggak pakai PCR atau antigen, emng virus itu adanya perjalanan jauh yaa? Maaf orng awam ada yg bantu jawab??",SE Kemenhub-89-2021
2021-10-28 4:42:49,Kak PCR sekarang wajib kah naik kereta api.atau antigen saja boleh.krn kl PCR terlalu mahal kak,SE Kemenhub-89-2021
2021-10-28 4:42:56,Min klo bawa balita naik krl boleh lah...tiap kRL lewat anakku nangis minta naik kereta??,SE Kemenhub-89-2021
2021-10-28 4:43:14,"Kalo ibu Hamil bisa g y min, kmrn mau vaksin masih blm boleh. Nunggu moderna kata y",SE Kemenhub-89-2021
2021-10-28 4:45:01,"@kai121_ anak saya sulit untuk dites antigen, ada trauma hidung dicolok2, apakah ad solusi lain ?",SE Kemenhub-89-2021
2021-10-28 4:45:31,"Anak umur dibawah 12 thn, apa bisa test antigen langsung di stasiun @kai121_",SE Kemenhub-89-2021
2021-10-28 4:46:04,Min kalau mau naik kereta ke Surabaya kalau sudah di vaksin rapid test  Ndak min,SE Kemenhub-89-2021
2021-10-28 4:46:53,KA Probowangi dan Tawang alun sek tetep kudu rapid min?,SE Kemenhub-89-2021
2021-10-28 4:48:13,GeNose UP kan lagi ????,SE Kemenhub-89-2021
2021-10-28 4:48:54,"Membantu banget perjalanan jarak jauh bisa bawa bayi usia 4 bulan, di swab antigen tapi cara ngambil sampel bayi nya bener bener hati hati banget di Stasiun Surabaya Pasar Turi. Terimakasih PT KAI @kai121_",SE Kemenhub-89-2021
2021-10-28 4:49:14,Kalo bayi gmn min..,SE Kemenhub-89-2021
2021-10-28 4:49:47,Halloa @kai121_ anak saya umur 4 bulan dan sempet rapid antigen namun saat dicolok hidung berdarah. Apakah bayi dgn umur <1 tahun harus melakukan rapid antigen untuk menggunakan kereta? Toh anak umur 4 bulan tidak bs kemana2 kecuali dikamar. Sebagai masukan untuk tidak menggunakan rapid antigen untuk anak < 3 tahun. Agar bs mengembalikan ekonomi pariwisata,SE Kemenhub-89-2021
2021-10-28 4:50:24,"Duhhhh anak2 kok di swab dan di pcr...engga banget ini aturannya. Yg dewasa aja di sogok mringis2 smp nangis...gmn anak kecil?!?! Tlg lah bikin aturan yg fleksible hrs nya anak2 tdk perlu di swab atau di pcr selama mrk menggunakan masker dan dibawah pengawasan ortunya! Tlg manajemen, pertimbangkan lagi soal pcr / swab utk anak2!",SE Kemenhub-89-2021
2021-10-28 4:50:26,Gimana dengan anak msh bayi ? Emg bisa nyolok ke hidung? Kasihan amat,SE Kemenhub-89-2021
2021-10-28 4:50:45,Bayi gimana min haruskah swab juga??,SE Kemenhub-89-2021
2021-10-28 4:51:26,@kai121_  kak kalo anak umur 1 tahun apakah wajib RT PCR atau RT Antigen ?,SE Kemenhub-89-2021
2021-10-28 4:53:31,"Dibawah 12 tahun berarti dari mulai umur 1 hari ya, bener kan ya ,",SE Kemenhub-89-2021
2021-10-28 4:55:19,Apakah anak 8 bulan jg harus test antigen???,SE Kemenhub-89-2021
2021-10-28 4:56:31,"Kenapa harus rapid tes antigen / PCR min ?? Bukan nya sudah ada pendamping yang sudah vaksin yaa ?? Karena anak2 itu pada umum nya sulit untuk di lakukan tes seperti itu .. untuk suntik imunisasi aja mereka agak sulit ,, apalagi harus hidung yg di sogrok2 .. ????",SE Kemenhub-89-2021
2021-10-28 4:57:57,KA jarak jauh harus swab PCR kah min?,SE Kemenhub-89-2021
2021-10-28 4:59:11,PP jogja-jakarta bawa anak 10 bulan boleh berarti min?,SE Kemenhub-89-2021
2021-10-28 5:01:04,Kalau pake KA Kamandaka jurusan purwokerto pekalongan anak dibawah 12 masih harus pcr juga min,SE Kemenhub-89-2021
2021-10-28 5:10:03,Kalau anak usia dibawah 5 thn apakah boleh min naik krl?,SE Kemenhub-89-2021
2021-10-21 14:05:16,untuk usia dibawah 5 thn atau bayi apakah sudah diperbolehkan?????,SE Kemenhub-89-2021
2021-10-21 14:06:14,misalkan anak 9 bulan harus tes pcr,SE Kemenhub-89-2021
2021-10-21 14:07:26,Untuk bayi bisa gak ya?,SE Kemenhub-89-2021
2021-10-21 14:07:56,Usia bayi 1 tahun dan anak 6 tahun haruskah antigen? @kai121_,SE Kemenhub-89-2021
2021-10-21 14:08:32,"kalo saya ngajak anak saya umur 4 bulan bisa min? masa iya harus di swab dulu, kasian amat",SE Kemenhub-89-2021
2021-10-21 14:08:36,Cirebon ke jakarta masih pake rapid test ngga ya ? @kai121_,SE Kemenhub-89-2021
2021-10-21 14:08:39,Berarti anak dibawah usia 12 th wajib menunjukan hasil rapid test antigen dong ya?,SE Kemenhub-89-2021
2021-10-21 14:08:42,Bawa KK asli atau fotocopy min? Trus buat balita atau batita harus tes PCR / antigen?,SE Kemenhub-89-2021
2021-10-21 14:09:33,Perjalanan kereta jarak jauh bagi yang sudah vaksin dosis kedua tak perlu lagi melakukan antigen /pcr #misale,SE Kemenhub-89-2021
2021-10-21 14:09:35,Alhamdulillah. Walaupun harus pakai antigen ataupun pcr ??,SE Kemenhub-89-2021
2021-10-21 14:09:44,Untuk lokal apa juga harus antigen anak kecil?,SE Kemenhub-89-2021
2021-10-21 14:09:47,"Alhamdulillah akhirnya berita yg ditunggu2 keluar jg, anak2 bs naik kereta. Btw kl anak umur 2 tahun jg ttp hrs antigen ya min?",SE Kemenhub-89-2021
2021-10-21 14:10:15,Genose udah ga bisa ya,SE Kemenhub-89-2021
2021-10-21 14:10:40,Mohon info untuk bayi dibawah 2 th apakah harus di antigen juga min?,SE Kemenhub-89-2021
2021-10-21 14:10:41,Awal baca happy bgt.. tp saat teliti baca persyaratannya anak di bawah 12 th melampirkan bukti rapid test. masa anak 3 th idungnya mesti ditusuk²??,SE Kemenhub-89-2021
2021-10-21 14:11:26,"Gk ngerti lg, kenapa udah di vaksin masih aja harus PCR/Antigen? Trus apa gunanya vaksin mimiiiinnn? Coba tolong jelasin??",SE Kemenhub-89-2021
2021-10-21 14:11:27,"kalau bawa bayi, atas balita, gmna ya? apa harus antigen juga bayinya? ??",SE Kemenhub-89-2021
2021-10-21 14:11:56,Berlaku mulai kpn min ? Anak balita apa hrs pake antigen/pcr ?,SE Kemenhub-89-2021
2021-10-21 14:11:59,Vaksinnya harus dari aplikasi peduli lindungi min? Klo bawa cetaknya boleh gk?,SE Kemenhub-89-2021
2021-10-21 14:12:32,Min untuk anak usia 1 tahun tetep harus di rapid antigen/pcr juga yah,SE Kemenhub-89-2021
2021-10-21 14:13:44,Bayi 1 thn harus rapid ???,SE Kemenhub-89-2021
2021-10-21 14:13:50,Kalau surat ket tidak dapat vaksin dari puskesmas bisa ga ya?,SE Kemenhub-89-2021
2021-10-21 14:14:09,Kak jadi anak usia di bawah 12 tahun boleh perjalanan antar propinsi jg g  kak,SE Kemenhub-89-2021
2021-10-21 14:14:18,"Min @kai121_ ,, klo perjalanan antar kota apakah anak dibawah 12 th wajib antigen walaupun sudah didampingi orangtuanya?",SE Kemenhub-89-2021
2021-10-21 14:19:12,bayi2 udah bisa ??,SE Kemenhub-89-2021
2021-10-21 14:22:13,Min anak umur 18 bulan bagaimana... Apa ia harus pcr atau antigen dulu...???,SE Kemenhub-89-2021
2021-10-21 14:37:10,"Tolong admin @kai121_  Di jawab pertanyaan ibu² yg masih mempunyai anak di bawah 2 tahun termasuk saya, jadi anak² boleh naik kereta tapi tes antigen juga atau gimna,.. Anak 12 tahun ke bawah itu sampai umur brpa maksudnya,.. Masa iya bayi mau di korek² hidungnya kan kasihan??  ada² aja deh,.. Bikin resah tau yg tadinya happy banget naik kereta bawa bayi luar kota, skrng pusing mikirin ini ??",SE Kemenhub-89-2021
2021-10-21 14:37:11,Ijin Min. Batita juga perlu swab antigen juga kah.?,SE Kemenhub-89-2021
2021-10-21 14:39:48,Kak mau tanyak kalau ke Surabaya malang gak pakek tes rapit ya kak,SE Kemenhub-89-2021
2021-10-21 14:45:11,"harusnya ga usah di antigen dong min kalo dibawah 5 th... ?? anakku masih 2.5 th, mana bisa disuruh diam , trus hidungnya dicolok2. keburu berontak sama nangis duluan ??",SE Kemenhub-89-2021
2021-10-21 14:48:31,Kak @kai121_ Utk anak balita apa juga d test SWAB antigen atau Pcr?,SE Kemenhub-89-2021
2021-10-21 14:48:36,"Bayi 1 THN dan d bawah 5 th apa wajib antigen jg??,",SE Kemenhub-89-2021
2021-10-21 14:49:20,malam kak saya mau tanya..jika anak usia d bawah 5 thn apa harus TES PCR..sedangkan anak d bawah 5 thun untuk TES PCR atau AnTINGEN aja masih nangis..mohon solusinya,SE Kemenhub-89-2021
2021-10-21 14:50:56,Knp harus rapid antigen untuk anak. ksiann min harus di colok kita aja yg udah besar ngilu apalagi yg msh kecil????,SE Kemenhub-89-2021
2021-10-21 14:51:07,Untuk bayi dibawah 1 tahun bagaimana min @kai121_,SE Kemenhub-89-2021
2021-10-21 14:51:21,Anak saya 10 bulan masak harus antigen juga min kalau naik kereta jarak jauh @kai121_ ?? Kasian lah mesti dicolok2 hidung nya,SE Kemenhub-89-2021
2021-10-21 14:52:47,anak2 udah bisa naik kereta nih,SE Kemenhub-89-2021
2021-10-21 14:54:35,"Haduh padahal udh seneng denger berita anak dibawah 12 thun sudah diperbolehkan naik kereta TAPI SAYANG BGT SYARATNYA itu loh bkin nyesek, gak tega anakku usia 10 bulan harus rapit??????????",SE Kemenhub-89-2021
2021-10-21 14:54:43,min kalo buat bayi apa harus ada hasil antigen @kai121_ ?,SE Kemenhub-89-2021
2021-10-21 14:55:34,Anak 2 th juga harus rapid? Duh ga tega bayiku dicolok hidungnya ??,SE Kemenhub-89-2021
2021-10-21 15:34:13,antigen. biayanya beberapa,SE Kemenhub-89-2021
2021-10-21 15:46:08,Kalo anak bayi belum di masukin ke kartu keluarga gimana min @kai121_,SE Kemenhub-89-2021
2021-10-21 15:48:15,Intinya bayi masih belum boleh naik kereta @kai121_ . ??,SE Kemenhub-89-2021
2021-10-21 15:52:09,Alhamdulillah anak2 sdh bisa naek kereta??,SE Kemenhub-89-2021
2021-10-21 15:53:51,"anak usia dibawah 12 tahun ,perjalanan antar propinsi bisa nggak ya? apa hanya antar kota dalam propinsi?",SE Kemenhub-89-2021
2021-10-21 15:58:31,"Hallo min, ini seriusan ya usia dibawah 12th KA LOKAL tanpa Rapid Test / Antigen ?",SE Kemenhub-89-2021
2021-10-21 16:01:38,Naik kereta dari surabaya ke Malang bawa anak kecil mahal an rapid nya sama harga tiketnya ©,SE Kemenhub-89-2021
2021-10-21 16:01:38,"Min untuk kreta aglomerasi kaya joglosemarkerto , anak"" dibawah 12th tidak perlu melampirkan hasil swab antigen atau pcr kan min ? ??",SE Kemenhub-89-2021
2021-10-21 16:05:03,"Walaupun masih ada syarat wajib antigen utk anak usia 12 tahun ke bawah,, g apa apa dah lah..Setidaknya anak² udah bisa naek kereta api lagi ????",SE Kemenhub-89-2021
2021-10-21 16:09:40,kalo bayi umur 1 tahun gmn ya,SE Kemenhub-89-2021
2021-10-21 16:13:09,Baru 2 hari yg lalu DM mimin minta anak dibawah umur 12 thun bisa naik KA... antar kota sama dgn antar provinsi kan maksudnya... duh saking seneng nya dengar berita ini. . .,SE Kemenhub-89-2021
2021-10-21 16:15:43,Hallo min @kai121_ Kalo lokal dr bojonegoro ke lamongan anak 3 th.  Tidak diwajibkan untuk pcr swab kan ??,SE Kemenhub-89-2021
2021-10-21 16:17:59," anak2 dah boleh nih cik,kemarin tanya kan",SE Kemenhub-89-2021
2021-10-21 16:18:55,Perjalanan Ngawi-Sby apakah menggunakan rapid ?,SE Kemenhub-89-2021
2021-10-21 16:18:59,yang.. ?? masa anak e harus di antigen yaaang.. kasian.. yaa Allah..,SE Kemenhub-89-2021
2021-09-22 3:21:33,Probowangi perlu pcr/ rapid min?,SE Kemenhub-69-2021
2021-09-22 4:20:28,Jadi walaupun sudah divaksin harus tetap menunjukan hasil test PCR atau Rapid test juga?? @kai121_,SE Kemenhub-69-2021
2021-09-22 8:30:42,Dibawah 12 th udh bole naik kereta jarak jauh ga ya?,SE Kemenhub-69-2021
2021-09-22 11:24:33,Probowangi dr surabaya ke banyuwangi apa masih pakai antigen?,SE Kemenhub-69-2021
2021-09-22 14:54:16,Kak stasiun masih ada vaksin gak ya . Makasih,SE Kemenhub-69-2021
2021-09-23 2:16:31,Kalau Menunjukkan Surat Keterangan Tidak Atau Belum Dapat Di Vaksin Dari Puskesmas Bisa Gk Min???,SE Kemenhub-69-2021
2021-09-23 5:37:29,Untuk anak usia 4 tahun belum boleh naik kereta api ya kak ?,SE Kemenhub-69-2021
2021-09-23 9:36:48,Kalau untuk persyaratan perjalanan jabodetabek cukup sertifikat vaksin dan KTP saja kan ya???,SE Kemenhub-69-2021
2021-09-23 12:14:43,Gmn jika ada hal mendesak min? Anak2 naik kA jarak jauh jg gak bisa?,SE Kemenhub-69-2021
2021-09-24 13:57:02,Progo juga harus antigen ya min?,SE Kemenhub-69-2021
2021-09-25 1:22:01,"Kak, kalau mau perjalanan ke Surabaya dari Malang, apakah bisa menggunakan Genose?",SE Kemenhub-69-2021
2021-09-25 11:17:14,Min walaupun stasiun nya dekat tetep tida bisa ya anak 1 tahun naik kreta,SE Kemenhub-69-2021
2021-09-25 12:10:57,Jenis vaksin yang ada distasiun apa ya? @kai121_,SE Kemenhub-69-2021
2021-09-25 16:06:48,"Maaf min mau tanya kalo kereta jarak jauh , anak d bawah 12 tahun bisa naik kereta ?",SE Kemenhub-69-2021
2021-09-26 0:04:54,@kai121_ apakah rapid antigen harus yg dapat terintegrasi dengan aplikasi peduli lindungi?,SE Kemenhub-69-2021
2021-09-26 7:46:38,Padahal anak anak suka sekali naik kereta.sayang sekarang gak bisa naik Karena umur msh dibawah 12  tahun...,SE Kemenhub-69-2021
2021-09-27 12:00:55,Peraturan terbaru untuk anak di bawah 12 tahun gimana ya min?,SE Kemenhub-69-2021
2021-09-28 10:53:20,"Kak bertanya terkait anak di bawah usia 12 tahun, apakah balita juga termasuk?",SE Kemenhub-69-2021
2021-09-28 12:17:50,"Min, untuk KRL Jogja-Solo, masih perlu menggunakan surat jalan dr lembaga? Atau cukup menunjuklan sertifikat vaksin yg di aplikasi PeduliLindungi? Nuhuun",SE Kemenhub-69-2021
2021-09-28 20:14:50,surat keterangan dari rumah sakit pemerintahnya itu dari dokter umum? atau dokter spesialis atau dari pihak screening vaksin?,SE Kemenhub-69-2021
2021-09-29 0:55:23,Min mau tanya kalo misal mau ke luar kota make kereta harus nunjukkin rapid tes?,SE Kemenhub-69-2021
2021-09-29 13:17:01,Kapan anak dibawah 12 tahun bisa naik? ??,SE Kemenhub-69-2021
2021-09-30 22:44:51,pakai surat keterangan dari dokter boleh tidak ya? klo dari daerah yg tidak ada swab antigen,SE Kemenhub-69-2021
2021-10-01 8:23:11,utk anak usia 8 thn ttp bisa ikut brgkt ngga ya krna blm ada vaksinnya..,SE Kemenhub-69-2021
2021-10-04 7:25:01,Untuk bayi belum bisa naek kereta ya min,SE Kemenhub-69-2021
2021-10-04 14:57:56,Selamat mlm kak... Utk usia 16 tahun gimna ya? katanya wajib nunjukin sertifikat vaksin nih. Sedangkan d kabupaten kebumen aja belum menyediakan serbuan vaksin usia 18 th ke bawah?,SE Kemenhub-69-2021
2021-10-05 3:35:00,"@kai121_ anak di bawah umur 12 tahun naik pesawat sudah bisa, kenapa kereta masih mempersulit???? ????????",SE Kemenhub-69-2021
2021-10-05 10:15:21,Untuk kereta tawang alun pakek rapid ga min?,SE Kemenhub-69-2021
2021-10-06 9:11:27,"Halo railmin @kai121_ sampai kapan ya anak dibawah umur 12 tahun tidak diperbolehkan naik kereta? Soalnya niatan pulang naik kereta, kasiam masa anak gak diajak pulang.",SE Kemenhub-69-2021
2021-10-06 9:35:01,min anakku 1 tahun ga boleh dong naik ka?????,SE Kemenhub-69-2021
2021-10-07 2:39:18,Min kalau sudah vaksin dosis 2 apakah pada saat berangkat harus swab dulu ?,SE Kemenhub-69-2021
2021-10-07 10:05:44,Untuk sekarang umur dibawah 12 tahun tetep ga boleh naik?,SE Kemenhub-69-2021
2021-10-07 17:25:24,Masih berlaku persyaratan antigen/pcr? Walau udah ada vaksin? Masih ribet yah min,SE Kemenhub-69-2021
2021-10-08 8:25:21,Kudu gwo PCR opo rapid,SE Kemenhub-69-2021
2021-10-08 10:52:36,info harga pcr dan antigen kak ?,SE Kemenhub-69-2021
2021-10-13 5:16:42,Siang min.. untuk anak usia 5 tahun belum bisa naik kereta ya..,SE Kemenhub-69-2021
2021-10-13 6:59:20,Untuk anak usia di bawah 3 tahun apa masih tidak diperbolehkan naik ka..? Untuk saat ini.,SE Kemenhub-69-2021
2021-10-16 18:04:45,Kapan anak d bawah  umur bisa naek kereta jarak jauh lg? ??,SE Kemenhub-69-2021
2021-10-17 12:34:08,"Min, skrg anak anak sudah d perbolehkan naik KAI?",SE Kemenhub-69-2021
2021-10-17 17:01:41,Untuk bumil apa wajib vaksin kak? @kai121_,SE Kemenhub-69-2021
2021-10-21 1:22:27,Sampai kapan ya min anak dibawah 12 tahun tidak diperkenankan naik kereta api antarkota maupun lokal?????,SE Kemenhub-69-2021
2021-10-26 0:31:36,Iya juga berlaku untuk krl min? Dolo-jogejuga hrus test antigen?,SE Kemenhub-69-2021
2021-09-18 5:10:59,Kak klo umur 17 th belom bisa vaksin apakah bawa surat kesehatan bisa?,SE Satgas-17-2021
2021-09-18 11:46:26,Dari stasiun Purwokerto ke Jogja pake surat antigen ga?,SE Satgas-17-2021
2021-09-19 0:23:51,Min mau nanya kl skrang naik kereta antar kota masih harus wajib antigen yaa ?,SE Satgas-17-2021
2021-09-19 1:40:15,Min kalau dari stasiun padalarang ke bandung bisa pake kartu vaksin ga?,SE Satgas-17-2021
2021-09-19 3:01:57,"Bagi yg tdk bs divaksin krn komorbid, surat keterangan dokternya harus dr rumah sakit pemerintah? RS Swasta gk bs ya? @kai121_",SE Satgas-17-2021
2021-09-19 11:26:35,"Min, untuk antar kota itu musti swab atau bisa pake genose?",SE Satgas-17-2021
