Tanggal,Komentar,SE
2021-10-29 2:46:19,Stok pcr masih banyak. Supaya penimbun test tidak bangkrut,SE Kemenhub-93-2021
2021-10-29 2:47:43,y,SE Kemenhub-93-2021
2021-10-29 2:48:05,Yang kemarin kenapa di hapus min?,SE Kemenhub-93-2021
2021-10-29 2:54:25,Jadi anak dibawah 12 thn tesnya harus pcr atau boleh antigen saja?,SE Kemenhub-93-2021
2021-10-29 3:08:37,Kalo perjalanan CGK - KNO - CGK gmn min ? Apakah ke Kualanamu & dari Kualanamu cukup dg antigen atau hrs PCR? Vaksin sdh lengkap 2 dosis. Mohon respon secepatnya ya min,SE Kemenhub-93-2021
2021-10-29 3:09:44,Kenapa masih di perlakukan pcr dan antigen segala ?kenapa tidak di hilangkan supaya normal kembali bukan new normal tapi (normal). karena berbisnis itu dasar undang undang nya padahal tidak boleh berbisnis,SE Kemenhub-93-2021
2021-10-29 3:20:02,"Penerbangan dari PKU ke UPG transit di CGK apakah bisa menggunakan Antigen 1x24 jam? PKU dan CGK saat ini sama2 PPKM Level 2, transit di CGK tanpa keluar bandara (Nomor booking sama).",SE Kemenhub-93-2021
2021-10-29 3:20:28,Kalau misal dari Jambi-Makassar (transit JKT) wajib Vaksin + PCR atau cukup Vaksin + RT antigen?,SE Kemenhub-93-2021
2021-10-29 3:21:02,Jadi anak saya yang umur 1 tahun harus tes pcr (hidungnya dicolok) gitu ya??? Miris sekali,SE Kemenhub-93-2021
2021-10-29 3:33:45,Min dosis 1 dan test pcr. Berarti kalau udah dosis kedua bebas pcr dong min,SE Kemenhub-93-2021
2021-10-29 3:36:38,"Min makassar-kendari, antigen kan kalau vaksinnya sdh dosis ke 2 ?",SE Kemenhub-93-2021
2021-10-29 3:43:09,Jadi sekarang tdk ada lagi pakai istilah ppkm level yah ?,SE Kemenhub-93-2021
2021-10-29 3:55:37,Ribet,SE Kemenhub-93-2021
2021-10-29 3:56:15,"Pemerintah mewajibkan PCR, tapi adakah sedikit niat untuk menurunkan harga PCR...???",SE Kemenhub-93-2021
2021-10-29 4:02:53,kenapa gk ditulis klo vaksin lengkap bagaimana? msh aja bingung masyarakatnya,SE Kemenhub-93-2021
2021-10-29 4:04:11,Loh jkt aja dah level 2,SE Kemenhub-93-2021
2021-10-29 4:07:01,Mau tanya min.. kalau vaksin dosis 1 dan dosis 2 nya sudah semua apakah pake tes PCR dan antigen lgi,SE Kemenhub-93-2021
2021-10-29 4:09:46,"Terus apa gunanya vaksin dua kali kalau mau naik pesawat masih harus tes PCR yg harganya tinggi itu? Republik ini terlalu banyak dramanya. Org kaya semakin kaya, org miskin semakin dimiskinkan",SE Kemenhub-93-2021
2021-10-29 4:14:47,"Pertanyaanya 3x24 jam itu, setelah hasil keluar atau saat pengambilan sample di hitung nya??? soalnya pemahamannya gak sama, ada yg bilang saat hasil keluar ada yg bilang saat pengambilan sample. nah klo 3 hari 2 malam ke bali pke tiket promoan yg harganya gak jauh dari PCR itu gmn? PCR cukup dilakukan saat mau brngkt apa balik ke jkt hrs di PCR lg?",SE Kemenhub-93-2021
2021-10-29 4:17:15,Semoga laris pcrnya,SE Kemenhub-93-2021
2021-10-29 4:25:59,Valid ga ya ? Cukup antigen 1x24 jam baik dewasa maupun anak d bawah 12 th ? Terima kasih,SE Kemenhub-93-2021
2021-10-29 4:45:08,ni piv syarat nya yg baru,SE Kemenhub-93-2021
2021-10-29 4:46:04,Kapan semua berakhir dramanya indonesia. Nyari duit saja kayak nyari mati semua di persulit,SE Kemenhub-93-2021
2021-10-29 4:56:51,berubah lagi coy,SE Kemenhub-93-2021
2021-10-29 5:17:38,suka hati kalian,SE Kemenhub-93-2021
2021-10-29 5:30:28,Artinya sudah tidak ada level level tiap2 kota,SE Kemenhub-93-2021
2021-10-29 5:34:47,Surabaya - Balikpapan (sudah lengkap vaksin) mohon infonya,SE Kemenhub-93-2021
2021-10-29 5:35:01,semangat jualan nya,SE Kemenhub-93-2021
2021-10-29 5:39:11,tunggu kebijakan PCR dihapus dulu baru berangkat... bismillah semoga jadi dihapus,SE Kemenhub-93-2021
2021-10-29 5:39:17,Buat apa vaksin kalo gitu???? Padahal persyaratan tingga barcode sertifikat vaksin atw atw dari pedulilindungi ga usah pcr /antigen.. BISNISNYA KETAUAN BOSSS… KELIATAN BGT BISNISNYA BOS......,SE Kemenhub-93-2021
2021-10-29 5:54:01,Ada cara lain utk pcr bagi anak dibawah 12 th yg tdk harus dicolok kah?,SE Kemenhub-93-2021
2021-10-29 6:12:48,Klau anak umur di bawah 11 th tidak harus antigen kan ?? Rapit biasa bisa kn ?,SE Kemenhub-93-2021
2021-10-29 6:18:43,Yg Vaksin 2.. gmn? antigen aja?,SE Kemenhub-93-2021
2021-10-29 6:30:10,Semoga Bali ramai lg,SE Kemenhub-93-2021
2021-10-29 6:40:27,Ganti terus peraturannya bikin masyarakat pusing loh pak/ bu. Kenapa ga dirundingkan benar2 dulu sebelum diumumkan,SE Kemenhub-93-2021
2021-10-29 6:49:20,Boleh  tanya dulur.. Jakarta Bali sudah vaksin kedua apa pakai pcr ya,SE Kemenhub-93-2021
2021-10-29 7:41:45,Mohon infonya 3x24 jamnya dari terima hasil pcr ya?,SE Kemenhub-93-2021
2021-10-29 7:52:23,Salam dari binjai kak,SE Kemenhub-93-2021
2021-10-29 8:20:59,Permisi kalau dari ntt ke ntb via dps cukup antigen kah ? (Sudah vaksin 2 kali),SE Kemenhub-93-2021
2021-10-29 8:54:17,Ini ga kebalik?,SE Kemenhub-93-2021
2021-10-29 9:15:46,Halo admin izin tanya kalau tes PCR di bandara Soetta apakah 24 jam yah ?,SE Kemenhub-93-2021
2021-10-29 9:59:59,"Hello, admin. Berarti CGK - DPS cukup vaksin + antigen ya? Thanks.",SE Kemenhub-93-2021
2021-10-29 10:47:30,Pcr guys,SE Kemenhub-93-2021
2021-10-29 11:03:15,"Selama msh ada PCR, semoga penerbangan Indonesia sepi sampai bisnis PCR hilang, bangkrut, kena azab..",SE Kemenhub-93-2021
2021-10-29 11:04:22,Ah ga tau lagi sama aturan ini kemarin teman saya mau terbang dari UPG-BEJ katanya bisa antigen 1x 24 jam pas di validasi statusnya tidak layak terbang padahal teman saya juga udah vaksin kedua...,SE Kemenhub-93-2021
2021-10-29 11:32:08,Aku kira vaksin untuk kesehatan ternyata untuk mudahkan urusan,SE Kemenhub-93-2021
2021-10-29 11:52:20,GANTI2 terus ribet!,SE Kemenhub-93-2021
2021-10-22 12:18:28,Hi min anak-anak umur 1 tahun apa harus tetap test covid 19 sesuai regulasi,SE Kemenhub-88-2021
2021-10-22 12:18:44,Yg cita2 pilot atau pengen belajar detail2 menjadi pilot cek juga deh,SE Kemenhub-88-2021
2021-10-22 12:20:49,Jd sungkan mau promo.,SE Kemenhub-88-2021
2021-10-22 12:21:44,Pcr membuat masyarakat malas vaksin,SE Kemenhub-88-2021
2021-10-22 12:22:04,Maaf izin berkomentar Disini percuma dong masyarakat Indonesia vaksin tapi masih melampirkan hasil pcr. Seperti yg kita ketahui pcr tes itu mahal belum harga tiket pesawat nya. Akan menambah biaya yg lebih banyak jika pulang dg pesawat,SE Kemenhub-88-2021
2021-10-22 12:22:34,Anak dibawah 12 thn harus di swab juga?,SE Kemenhub-88-2021
2021-10-22 12:22:39,"Garuda, Batik, Lion, Citilink, Airasia 0 - 1 Kang PCR",SE Kemenhub-88-2021
2021-10-22 12:23:11,Untuk dari bandara cengkareng ke juanda menggunakan syarat yg mana ya?,SE Kemenhub-88-2021
2021-10-22 12:24:15,Masih belum paham sama poin kedua,SE Kemenhub-88-2021
2021-10-22 12:26:42,"Masing"" daerah beda peraturan,dan harus jeli agar tidak kena saat mau terbang",SE Kemenhub-88-2021
2021-10-22 12:29:28,Buat anak 4 thn apakah wajib pcr juga?,SE Kemenhub-88-2021
2021-10-22 12:29:50,Ada gak sih alasan yg masuk akal kenapa naik pesawat aja yg wajib pcr,SE Kemenhub-88-2021
2021-10-22 12:29:58,"Antara kebijakan dan bisnis nasional PCR, apa bedanya naik pesawat sama bis AC jawa - bali padahal waktu tempuh naik Bis jauh lebih lama daripada naik pesawat.",SE Kemenhub-88-2021
2021-10-22 12:30:14,"Auto refund tiket deh ini, beli tiket sm pcr mahalan pcr",SE Kemenhub-88-2021
2021-10-22 12:33:32,Gmn si ini bacanya!,SE Kemenhub-88-2021
2021-10-22 12:33:59,"Masih ribet, ga ada perubahan, harus pcr juga urusannya, biaya pcr lebih mahal, kebijakan yg menyusahkan masyarakat",SE Kemenhub-88-2021
2021-10-22 12:34:01,"Itu kan daerah level 3&4 yg wajib pcr, klo misal semarang-dps berarti boleh antigen dong? Kan udh level 2",SE Kemenhub-88-2021
2021-10-22 12:34:09,Aceh - Medan Ongkos pesawat 1 Juta… PCR 450 Rb.. Mantap,SE Kemenhub-88-2021
2021-10-22 12:35:26,"Gas terus pokoknya , terserah bapak-bapak yang terhormat ajalah. Apa daya kita masyarakat kecil",SE Kemenhub-88-2021
2021-10-22 12:36:25,Nanti sampai bandara di suruh pcr lagi… mundur lagi satu hari…,SE Kemenhub-88-2021
2021-10-22 12:38:58,Klo vaksin dosis lengkap bisa antigen aja dong,SE Kemenhub-88-2021
2021-10-22 12:39:45,Peras terus rakyat Indonesia.,SE Kemenhub-88-2021
2021-10-22 12:40:04,TERSERAH!,SE Kemenhub-88-2021
2021-10-22 12:40:35,Kalau dari Medan Kualanamu to Cengkareng Jakarta bagaimana kak,SE Kemenhub-88-2021
2021-10-22 12:41:53,piye naik bus swab ta rapit?,SE Kemenhub-88-2021
2021-10-22 12:43:48,"bingung takut salah ,pcr saja cari aman tp mahal",SE Kemenhub-88-2021
2021-10-22 12:50:00,"yok bisa direvisi yok, antigen aja yok",SE Kemenhub-88-2021
2021-10-22 12:50:53,"Coba deh, yg bikin aturan, kamu baca aturan yg kamu buat sendiri.. ribet kan bacanya? Bayangin itu baru dibaca, gimana yg ngejalanin",SE Kemenhub-88-2021
2021-10-22 12:56:28,jakarta-kendari harus pcr juga?,SE Kemenhub-88-2021
2021-10-22 12:56:41,"Bantu jawab buat teman² semua ya, info yg saya terima jika teman² dri kota yg status lvl 2 ke kota tujuan lvl 2 jga itu hanya Rapid Antigen dn hrus vaksin dosis lengkap, jka tdk bs vaksin bawa surat keterangan dokter, utk anak usia 12 thn ke bawah jg wajib sdh vaksin kecuali emang tdk bs vaksin hrs ada surat ket. Dokter jg. Masa berlaku PCR 2*24 JAM / Rapid Antigen 1*24 jam.",SE Kemenhub-88-2021
2021-10-22 13:01:15,Ada yang makin bertambah kaya dengan kebijakan pcr ini? Tentu saja ada,SE Kemenhub-88-2021
2021-10-22 13:02:15,"mohon maaf penonton...... pcr sy lagi banyak stok… jd ga apa apa deh, ambil 1 pcr dtg lagi pcr lain",SE Kemenhub-88-2021
2021-10-22 13:02:23,Suka suka kalian para pembuat kebijakan. Sekalian aja syarat naik pesawat pake APD lengkap rangkap jas hujan.,SE Kemenhub-88-2021
2021-10-22 13:03:51,"bapak2 yg terhormat, sekali2 coba intip komentar masyarakat dong... Kebijakan kali ini sungguh terlalu",SE Kemenhub-88-2021
2021-10-22 13:06:09,"Fix g usah ke bali, karena meribetkan, kecuali pcr gratis baru tuh bali rame lagi normal",SE Kemenhub-88-2021
2021-10-22 13:06:50,Aturan berbeda terus setiap saat gak konsisten…,SE Kemenhub-88-2021
2021-10-22 13:11:32,LOMOM !!!,SE Kemenhub-88-2021
2021-10-22 13:12:41,Terus apa gunanya vaksin,SE Kemenhub-88-2021
2021-10-22 13:15:27,"Pak, kalau dari ambon ke jkt udah bisa antigen kah? Mengingat sudah 2 kali vaksin dan ppkm lvl 2 di ambon??",SE Kemenhub-88-2021
2021-10-22 13:18:06,Klo dari SUB-BTH sudah vaksin ke 2 min gimana?,SE Kemenhub-88-2021
2021-10-22 13:19:08,Semoga cepat pulih,SE Kemenhub-88-2021
2021-10-22 13:20:16,Kacau,SE Kemenhub-88-2021
2021-10-22 13:20:27,Anak umur 5 th boleh naik pesawat gak sih? Syaratnya apa aja ya?. Kan belum punya sertifikat vaksin,SE Kemenhub-88-2021
2021-10-22 13:22:25,"Udah vaksin 3 kali sampe demam2, masih aja pcr.",SE Kemenhub-88-2021
2021-10-22 13:22:58,Semoga tambah sepi... Bandara merangkak... Rugi .. bandara tutup... Seperti bumn kebanggaan yg sebentar lagi akan.....,SE Kemenhub-88-2021
2021-10-22 13:27:00,Anehnya bener2,SE Kemenhub-88-2021
2021-10-22 13:29:14,"Ga jelas dah, aku udh bela vaksin sampe dosis ke 2 buat penerbangan bulan besok! Eh malah pake pcr",SE Kemenhub-88-2021
2021-10-22 13:31:13,"kok segitunya yg bikin aturan,  lanjutkan lanjutkan lanjutkan",SE Kemenhub-88-2021
2021-10-22 13:31:17,"nyakitin doang di vaksin,,, tp naik pesawat masih harus pcr .. buang2 duit aja pcr ..",SE Kemenhub-88-2021
2021-10-22 13:31:29,vaksin tetep jadi bisnis ya,SE Kemenhub-88-2021
2021-10-22 13:32:39,Semoga penerbangan bisa bangkit lagi bismillah,SE Kemenhub-88-2021
2021-10-22 13:35:53,#RIP,SE Kemenhub-88-2021
2021-10-22 13:40:37,"LOP-SUB sdh vaksin ke2, cukup antigen atau tetep harus PCR min   ?",SE Kemenhub-88-2021
2021-10-22 13:41:00,"Dah vaksin 2x tetep PCR,... 1,4 juta buat nyogok hidung doank ? Buat PP PCR 2 kali segitu, mengsedih pejuang LDR",SE Kemenhub-88-2021
2021-10-22 13:44:53,"Peraturan nya kok malah memberatkan ya, dulu kasus covid tinggi boleh antigen, sekarang kasus covid rendah malah wajib pcr. Apa virus covid cuma ada di pesawat dan di kereta/ bus gak ada?",SE Kemenhub-88-2021
2021-10-22 13:45:20,Salam dari binjai,SE Kemenhub-88-2021
2021-10-22 13:46:42,Kalau Sulawesi masuk ppkm level berapa ya ?,SE Kemenhub-88-2021
2021-10-22 13:51:35,AVIASI DAN PARIWISATA BERDUKA,SE Kemenhub-88-2021
2021-10-22 13:51:57,Padahal Di malaysia untuk flight domestik utk yg sudah Vaksin 2x cukup test antigen,SE Kemenhub-88-2021
2021-10-22 13:54:24,"kalo bikin pengumuman yg jelas dong min , mesti susah dimengerti",SE Kemenhub-88-2021
2021-10-22 13:54:36,Bisnis yg tak kenal kemanusiaan,SE Kemenhub-88-2021
2021-10-22 13:55:54,Padahal resiko penularan di pesawat paling rendah dgn segala sistemnya dibandingkan dengan moda transportasi lain tp kok malah wajib pcr vaksin dosis lengkap dan antigen aja dah cukup harusnya untuk dlm negeri. Pokoknya duit duit duit ya sudahlah #miris,SE Kemenhub-88-2021
2021-10-22 13:56:17,Ga ribet gak indonesia,SE Kemenhub-88-2021
2021-10-22 13:57:03,"Sub - jkt yang awalnya vaksin dosis 2 bisa antigen aja sekarang kudu pcr, boleh dong pcr kalo harganya se antigen yang masih harga 100an :))",SE Kemenhub-88-2021
2021-10-22 14:00:14,"Malam min, anak2 di bawah 12 rute kupang lombok apa bisa antigen saja?",SE Kemenhub-88-2021
2021-10-22 14:08:37,"Harusnya yg tes PCR itu yang mau masuk tempat dugem, yang merokok dan nyanyi2 muncrat muncrat.. naik pesawat kok pake PCR. Malaikat mau nyabut nyawa jadi bingung.",SE Kemenhub-88-2021
2021-08-14 7:16:01,"Min mohon infonya, untuk PCR terhitung 2x24 jam setelah tes atau terhitung dr waktu hasil keluarnya?",SE Kemenhub-62-2021
2021-08-14 13:11:11,ya allah in anak2 kapan bisa nyusul ayahnya.. kasihan anak2 jauh trus sma ayahnya,SE Kemenhub-62-2021
2021-08-14 15:23:52,Syarat ya usia dibawah 12 th tidak bisa melakukan perjalanan udara. Tapi di bandara ada banyak anak kecil yang ikut perjalanan udara. Apakah pernyataan tersebut hanya formalitas saja. Sedangkan fakta di lapangan membolehkan.,SE Kemenhub-62-2021
2021-08-14 17:23:35,"Mohon informasi saya mau berangkat dari jakarta ke kaltim, sudah vaksin dosis ke 2 yg diperlukan pcr atau antigen ?",SE Kemenhub-62-2021
2021-08-14 22:57:25,"Ada aturan terbaru dari Gub. NTT, katanya yang dari luar bisa masuk ke NTT bisa menunjukkan surat rapid antigen 1x24 jam sebelum keberangkatan...",SE Kemenhub-62-2021
2021-08-14 23:42:17,Kalau dari Lampung ke Palangkaraya gimana aturan penerbangan nya min ??,SE Kemenhub-62-2021
2021-08-15 4:14:38,Mau ke Bali jd pd bingung gara gara peraturan pusat sm daerah gk sinkron,SE Kemenhub-62-2021
